NiveauEtude,SujetCours,ResponsableEleve,NbFoisLeverMain,MoyenneLeverMainEleve,MoyenneLeverMainClasse,NbFoisEtudiantVisiteContenuCours,MoyenneVisiteContenuCoursEleve,MoyenneVisiteContenuCoursClasse,NbFoisUtilisateurCheckAnnonces,MoyenneCheckAnnoncesEleve,MoyenneCheckAnnoncesClasse,NbFoisUtilisateurParticipeDiscussionsGroupe,MoyenneParticipationsDiscussionsEleve,MoyenneParticipationsDiscussionsClasse,NbFoisParticipationEleve,MoyenneParticipationEleve,MoyenneParticipationClasse,ParentsOntRepondusSondagesEcole,ParentsSatisfaitsEcole,NbJoursAbsence,NiveauEleveNotes,NiveauEleveChiffre,PositionMoyenne,MoyenneClasse,PositionMoyenneClasse
MaternelleElementaire,Arabe,Pere,35,DessousMoyenne,"46,775",2,DessousMoyenne,"54,79792",29,DessousMoyenne,"37,91875",23,DessousMoyenne,"43,28333",89,DessousMoyenne,"182,775",Non,Non,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Arabe,Mere,20,DessousMoyenne,"46,775",90,DessusMoyenne,"54,79792",50,DessusMoyenne,"37,91875",61,DessusMoyenne,"43,28333",221,DessusMoyenne,"182,775",Oui,Non,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Arabe,Mere,32,DessousMoyenne,"46,775",82,DessusMoyenne,"54,79792",59,DessusMoyenne,"37,91875",63,DessusMoyenne,"43,28333",236,DessusMoyenne,"182,775",Oui,Non,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Arabe,Pere,10,DessousMoyenne,"46,775",30,DessousMoyenne,"54,79792",50,DessusMoyenne,"37,91875",91,DessusMoyenne,"43,28333",181,DessousMoyenne,"182,775",Oui,Non,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Arabe,Pere,12,DessousMoyenne,"46,775",22,DessousMoyenne,"54,79792",59,DessusMoyenne,"37,91875",83,DessusMoyenne,"43,28333",176,DessousMoyenne,"182,775",Oui,Non,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Arabe,Pere,11,DessousMoyenne,"46,775",20,DessousMoyenne,"54,79792",20,DessousMoyenne,"37,91875",98,DessusMoyenne,"43,28333",149,DessousMoyenne,"182,775",Non,Non,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Arabe,Pere,10,DessousMoyenne,"46,775",12,DessousMoyenne,"54,79792",29,DessousMoyenne,"37,91875",93,DessusMoyenne,"43,28333",144,DessousMoyenne,"182,775",Non,Non,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Arabe,Mere,69,DessusMoyenne,"46,775",82,DessusMoyenne,"54,79792",20,DessousMoyenne,"37,91875",28,DessousMoyenne,"43,28333",199,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
MaternelleElementaire,Arabe,Mere,70,DessusMoyenne,"46,775",83,DessusMoyenne,"54,79792",29,DessousMoyenne,"37,91875",33,DessousMoyenne,"43,28333",215,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
MaternelleElementaire,Arabe,Mere,89,DessusMoyenne,"46,775",92,DessusMoyenne,"54,79792",40,DessusMoyenne,"37,91875",28,DessousMoyenne,"43,28333",249,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
MaternelleElementaire,Arabe,Mere,79,DessusMoyenne,"46,775",93,DessusMoyenne,"54,79792",49,DessusMoyenne,"37,91875",23,DessousMoyenne,"43,28333",244,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
MaternelleElementaire,Arabe,Mere,15,DessousMoyenne,"46,775",90,DessusMoyenne,"54,79792",21,DessousMoyenne,"37,91875",97,DessusMoyenne,"43,28333",223,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Arabe,Mere,20,DessousMoyenne,"46,775",77,DessusMoyenne,"54,79792",31,DessousMoyenne,"37,91875",88,DessusMoyenne,"43,28333",216,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Arabe,Mere,4,DessousMoyenne,"46,775",10,DessousMoyenne,"54,79792",11,DessousMoyenne,"37,91875",7,DessousMoyenne,"43,28333",32,DessousMoyenne,"182,775",Non,Oui,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Arabe,Mere,5,DessousMoyenne,"46,775",0,DessousMoyenne,"54,79792",1,DessousMoyenne,"37,91875",8,DessousMoyenne,"43,28333",14,DessousMoyenne,"182,775",Non,Oui,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
College,Biology,Mere,88,DessusMoyenne,"46,775",81,DessusMoyenne,"54,79792",50,DessusMoyenne,"37,91875",10,DessousMoyenne,"43,28333",229,DessusMoyenne,"182,775",Oui,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Biology,Mere,90,DessusMoyenne,"46,775",88,DessusMoyenne,"54,79792",54,DessusMoyenne,"37,91875",12,DessousMoyenne,"43,28333",244,DessusMoyenne,"182,775",Oui,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Biology,Mere,86,DessusMoyenne,"46,775",98,DessusMoyenne,"54,79792",50,DessusMoyenne,"37,91875",20,DessousMoyenne,"43,28333",254,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Biology,Mere,90,DessusMoyenne,"46,775",90,DessusMoyenne,"54,79792",57,DessusMoyenne,"37,91875",22,DessousMoyenne,"43,28333",259,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Biology,Mere,78,DessusMoyenne,"46,775",91,DessusMoyenne,"54,79792",50,DessusMoyenne,"37,91875",40,DessousMoyenne,"43,28333",259,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Biology,Mere,70,DessusMoyenne,"46,775",98,DessusMoyenne,"54,79792",54,DessusMoyenne,"37,91875",72,DessusMoyenne,"43,28333",294,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Biology,Pere,80,DessusMoyenne,"46,775",80,DessusMoyenne,"54,79792",46,DessusMoyenne,"37,91875",61,DessusMoyenne,"43,28333",267,DessusMoyenne,"182,775",Oui,Non,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Biology,Pere,85,DessusMoyenne,"46,775",82,DessusMoyenne,"54,79792",59,DessusMoyenne,"37,91875",63,DessusMoyenne,"43,28333",289,DessusMoyenne,"182,775",Oui,Non,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Biology,Pere,88,DessusMoyenne,"46,775",90,DessusMoyenne,"54,79792",86,DessusMoyenne,"37,91875",81,DessusMoyenne,"43,28333",345,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Biology,Pere,89,DessusMoyenne,"46,775",92,DessusMoyenne,"54,79792",89,DessusMoyenne,"37,91875",83,DessusMoyenne,"43,28333",353,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Biology,Pere,39,DessousMoyenne,"46,775",71,DessusMoyenne,"54,79792",40,DessusMoyenne,"37,91875",26,DessousMoyenne,"43,28333",176,DessousMoyenne,"182,775",Non,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Biology,Pere,35,DessousMoyenne,"46,775",80,DessusMoyenne,"54,79792",34,DessousMoyenne,"37,91875",22,DessousMoyenne,"43,28333",171,DessousMoyenne,"182,775",Non,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Biology,Pere,76,DessusMoyenne,"46,775",81,DessusMoyenne,"54,79792",80,DessusMoyenne,"37,91875",86,DessusMoyenne,"43,28333",323,DessusMoyenne,"182,775",Non,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Biology,Pere,65,DessusMoyenne,"46,775",89,DessusMoyenne,"54,79792",64,DessusMoyenne,"37,91875",82,DessusMoyenne,"43,28333",300,DessusMoyenne,"182,775",Non,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Biology,Mere,96,DessusMoyenne,"46,775",95,DessusMoyenne,"54,79792",70,DessusMoyenne,"37,91875",70,DessusMoyenne,"43,28333",331,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Biology,Mere,80,DessusMoyenne,"46,775",91,DessusMoyenne,"54,79792",87,DessusMoyenne,"37,91875",72,DessusMoyenne,"43,28333",330,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Biology,Mere,2,DessousMoyenne,"46,775",9,DessousMoyenne,"54,79792",10,DessousMoyenne,"37,91875",1,DessousMoyenne,"43,28333",22,DessousMoyenne,"182,775",Non,Non,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
College,Biology,Mere,3,DessousMoyenne,"46,775",8,DessousMoyenne,"54,79792",19,DessousMoyenne,"37,91875",3,DessousMoyenne,"43,28333",33,DessousMoyenne,"182,775",Non,Non,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
College,Biology,Pere,50,DessusMoyenne,"46,775",79,DessusMoyenne,"54,79792",10,DessousMoyenne,"37,91875",31,DessousMoyenne,"43,28333",170,DessousMoyenne,"182,775",Non,Non,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Biology,Pere,53,DessusMoyenne,"46,775",88,DessusMoyenne,"54,79792",9,DessousMoyenne,"37,91875",33,DessousMoyenne,"43,28333",183,DessusMoyenne,"182,775",Non,Non,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Biology,Mere,70,DessusMoyenne,"46,775",89,DessusMoyenne,"54,79792",12,DessousMoyenne,"37,91875",21,DessousMoyenne,"43,28333",192,DessusMoyenne,"182,775",Non,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Biology,Mere,59,DessusMoyenne,"46,775",90,DessusMoyenne,"54,79792",19,DessousMoyenne,"37,91875",43,DessousMoyenne,"43,28333",211,DessusMoyenne,"182,775",Non,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Biology,Pere,78,DessusMoyenne,"46,775",80,DessusMoyenne,"54,79792",66,DessusMoyenne,"37,91875",51,DessusMoyenne,"43,28333",275,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Biology,Pere,79,DessusMoyenne,"46,775",72,DessusMoyenne,"54,79792",79,DessusMoyenne,"37,91875",83,DessusMoyenne,"43,28333",313,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Biology,Mere,10,DessousMoyenne,"46,775",9,DessousMoyenne,"54,79792",2,DessousMoyenne,"37,91875",1,DessousMoyenne,"43,28333",22,DessousMoyenne,"182,775",Non,Oui,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
College,Biology,Mere,9,DessousMoyenne,"46,775",7,DessousMoyenne,"54,79792",9,DessousMoyenne,"37,91875",3,DessousMoyenne,"43,28333",28,DessousMoyenne,"182,775",Non,Oui,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
College,Biology,Pere,98,DessusMoyenne,"46,775",90,DessusMoyenne,"54,79792",86,DessusMoyenne,"37,91875",71,DessusMoyenne,"43,28333",345,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Biology,Pere,89,DessusMoyenne,"46,775",92,DessusMoyenne,"54,79792",89,DessusMoyenne,"37,91875",83,DessusMoyenne,"43,28333",353,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Biology,Pere,88,DessusMoyenne,"46,775",90,DessusMoyenne,"54,79792",76,DessusMoyenne,"37,91875",81,DessusMoyenne,"43,28333",335,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Biology,Pere,99,DessusMoyenne,"46,775",96,DessusMoyenne,"54,79792",89,DessusMoyenne,"37,91875",84,DessusMoyenne,"43,28333",368,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Chemistry,Mere,82,DessusMoyenne,"46,775",89,DessusMoyenne,"54,79792",22,DessousMoyenne,"37,91875",31,DessousMoyenne,"43,28333",224,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Chemistry,Mere,84,DessusMoyenne,"46,775",92,DessusMoyenne,"54,79792",29,DessousMoyenne,"37,91875",43,DessousMoyenne,"43,28333",248,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Geology,Mere,70,DessusMoyenne,"46,775",69,DessusMoyenne,"54,79792",46,DessusMoyenne,"37,91875",45,DessusMoyenne,"43,28333",230,DessusMoyenne,"182,775",Oui,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Geology,Mere,74,DessusMoyenne,"46,775",62,DessusMoyenne,"54,79792",49,DessusMoyenne,"37,91875",43,DessousMoyenne,"43,28333",228,DessusMoyenne,"182,775",Oui,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Geology,Mere,90,DessusMoyenne,"46,775",79,DessusMoyenne,"54,79792",76,DessusMoyenne,"37,91875",79,DessusMoyenne,"43,28333",324,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Geology,Mere,84,DessusMoyenne,"46,775",77,DessusMoyenne,"54,79792",79,DessusMoyenne,"37,91875",68,DessusMoyenne,"43,28333",308,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Chemistry,Mere,80,DessusMoyenne,"46,775",80,DessusMoyenne,"54,79792",62,DessusMoyenne,"37,91875",11,DessousMoyenne,"43,28333",233,DessusMoyenne,"182,775",Oui,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Chemistry,Mere,81,DessusMoyenne,"46,775",82,DessusMoyenne,"54,79792",69,DessusMoyenne,"37,91875",13,DessousMoyenne,"43,28333",245,DessusMoyenne,"182,775",Oui,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Chemistry,Pere,10,DessousMoyenne,"46,775",0,DessousMoyenne,"54,79792",2,DessousMoyenne,"37,91875",41,DessousMoyenne,"43,28333",53,DessousMoyenne,"182,775",Non,Non,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
College,Chemistry,Pere,11,DessousMoyenne,"46,775",2,DessousMoyenne,"54,79792",9,DessousMoyenne,"37,91875",49,DessusMoyenne,"43,28333",71,DessousMoyenne,"182,775",Non,Non,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
College,Geology,Pere,85,DessusMoyenne,"46,775",89,DessusMoyenne,"54,79792",22,DessousMoyenne,"37,91875",61,DessusMoyenne,"43,28333",257,DessusMoyenne,"182,775",Non,Non,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Geology,Pere,80,DessusMoyenne,"46,775",89,DessusMoyenne,"54,79792",23,DessousMoyenne,"37,91875",68,DessusMoyenne,"43,28333",260,DessusMoyenne,"182,775",Non,Non,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Geology,Pere,95,DessusMoyenne,"46,775",87,DessusMoyenne,"54,79792",62,DessusMoyenne,"37,91875",81,DessusMoyenne,"43,28333",325,DessusMoyenne,"182,775",Non,Non,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Geology,Pere,87,DessusMoyenne,"46,775",79,DessusMoyenne,"54,79792",73,DessusMoyenne,"37,91875",98,DessusMoyenne,"43,28333",337,DessusMoyenne,"182,775",Non,Non,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Chemistry,Mere,85,DessusMoyenne,"46,775",87,DessusMoyenne,"54,79792",72,DessusMoyenne,"37,91875",10,DessousMoyenne,"43,28333",254,DessusMoyenne,"182,775",Oui,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Chemistry,Mere,79,DessusMoyenne,"46,775",88,DessusMoyenne,"54,79792",79,DessusMoyenne,"37,91875",20,DessousMoyenne,"43,28333",266,DessusMoyenne,"182,775",Oui,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Geology,Mere,80,DessusMoyenne,"46,775",81,DessusMoyenne,"54,79792",71,DessusMoyenne,"37,91875",30,DessousMoyenne,"43,28333",262,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Geology,Mere,70,DessusMoyenne,"46,775",83,DessusMoyenne,"54,79792",70,DessusMoyenne,"37,91875",23,DessousMoyenne,"43,28333",246,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Chemistry,Mere,80,DessusMoyenne,"46,775",82,DessusMoyenne,"54,79792",76,DessusMoyenne,"37,91875",19,DessousMoyenne,"43,28333",257,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Chemistry,Mere,70,DessusMoyenne,"46,775",82,DessusMoyenne,"54,79792",75,DessusMoyenne,"37,91875",29,DessousMoyenne,"43,28333",256,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Geology,Mere,89,DessusMoyenne,"46,775",87,DessusMoyenne,"54,79792",86,DessusMoyenne,"37,91875",15,DessousMoyenne,"43,28333",277,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Geology,Mere,90,DessusMoyenne,"46,775",86,DessusMoyenne,"54,79792",85,DessusMoyenne,"37,91875",10,DessousMoyenne,"43,28333",271,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,History,Mere,69,DessusMoyenne,"46,775",77,DessusMoyenne,"54,79792",76,DessusMoyenne,"37,91875",75,DessusMoyenne,"43,28333",297,DessusMoyenne,"182,775",Oui,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,History,Mere,70,DessusMoyenne,"46,775",76,DessusMoyenne,"54,79792",65,DessusMoyenne,"37,91875",70,DessusMoyenne,"43,28333",281,DessusMoyenne,"182,775",Oui,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Chemistry,Mere,75,DessusMoyenne,"46,775",72,DessusMoyenne,"54,79792",64,DessusMoyenne,"37,91875",39,DessousMoyenne,"43,28333",250,DessusMoyenne,"182,775",Oui,Oui,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
College,Chemistry,Mere,72,DessusMoyenne,"46,775",76,DessusMoyenne,"54,79792",66,DessusMoyenne,"37,91875",40,DessousMoyenne,"43,28333",254,DessusMoyenne,"182,775",Oui,Oui,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
College,Geology,Mere,77,DessusMoyenne,"46,775",82,DessusMoyenne,"54,79792",74,DessusMoyenne,"37,91875",79,DessusMoyenne,"43,28333",312,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Geology,Mere,71,DessusMoyenne,"46,775",84,DessusMoyenne,"54,79792",67,DessusMoyenne,"37,91875",80,DessusMoyenne,"43,28333",302,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,History,Mere,87,DessusMoyenne,"46,775",92,DessusMoyenne,"54,79792",74,DessusMoyenne,"37,91875",89,DessusMoyenne,"43,28333",342,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,History,Mere,81,DessusMoyenne,"46,775",84,DessusMoyenne,"54,79792",77,DessusMoyenne,"37,91875",85,DessusMoyenne,"43,28333",327,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Chemistry,Pere,15,DessousMoyenne,"46,775",97,DessusMoyenne,"54,79792",22,DessousMoyenne,"37,91875",10,DessousMoyenne,"43,28333",144,DessousMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Chemistry,Pere,19,DessousMoyenne,"46,775",98,DessusMoyenne,"54,79792",20,DessousMoyenne,"37,91875",2,DessousMoyenne,"43,28333",139,DessousMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Geology,Pere,25,DessousMoyenne,"46,775",82,DessusMoyenne,"54,79792",52,DessusMoyenne,"37,91875",20,DessousMoyenne,"43,28333",179,DessousMoyenne,"182,775",Oui,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Geology,Pere,29,DessousMoyenne,"46,775",78,DessusMoyenne,"54,79792",40,DessusMoyenne,"37,91875",12,DessousMoyenne,"43,28333",159,DessousMoyenne,"182,775",Oui,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,History,Pere,45,DessousMoyenne,"46,775",87,DessusMoyenne,"54,79792",57,DessusMoyenne,"37,91875",80,DessusMoyenne,"43,28333",269,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,History,Pere,39,DessousMoyenne,"46,775",88,DessusMoyenne,"54,79792",43,DessusMoyenne,"37,91875",72,DessusMoyenne,"43,28333",242,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Chemistry,Pere,85,DessusMoyenne,"46,775",90,DessusMoyenne,"54,79792",52,DessusMoyenne,"37,91875",30,DessousMoyenne,"43,28333",257,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Chemistry,Pere,79,DessusMoyenne,"46,775",91,DessusMoyenne,"54,79792",49,DessusMoyenne,"37,91875",22,DessousMoyenne,"43,28333",241,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Chemistry,Pere,90,DessusMoyenne,"46,775",91,DessusMoyenne,"54,79792",80,DessusMoyenne,"37,91875",81,DessusMoyenne,"43,28333",342,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Chemistry,Pere,80,DessusMoyenne,"46,775",90,DessusMoyenne,"54,79792",80,DessusMoyenne,"37,91875",83,DessusMoyenne,"43,28333",333,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Geology,Pere,80,DessusMoyenne,"46,775",83,DessusMoyenne,"54,79792",82,DessusMoyenne,"37,91875",71,DessusMoyenne,"43,28333",316,DessusMoyenne,"182,775",Oui,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Geology,Pere,71,DessusMoyenne,"46,775",81,DessusMoyenne,"54,79792",83,DessusMoyenne,"37,91875",72,DessusMoyenne,"43,28333",307,DessusMoyenne,"182,775",Oui,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,History,Pere,72,DessusMoyenne,"46,775",87,DessusMoyenne,"54,79792",72,DessusMoyenne,"37,91875",89,DessusMoyenne,"43,28333",320,DessusMoyenne,"182,775",Oui,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,History,Pere,69,DessusMoyenne,"46,775",77,DessusMoyenne,"54,79792",83,DessusMoyenne,"37,91875",92,DessusMoyenne,"43,28333",321,DessusMoyenne,"182,775",Oui,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Chemistry,Mere,85,DessusMoyenne,"46,775",99,DessusMoyenne,"54,79792",42,DessusMoyenne,"37,91875",90,DessusMoyenne,"43,28333",316,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Chemistry,Mere,89,DessusMoyenne,"46,775",96,DessusMoyenne,"54,79792",45,DessusMoyenne,"37,91875",92,DessusMoyenne,"43,28333",322,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Geology,Mere,80,DessusMoyenne,"46,775",82,DessusMoyenne,"54,79792",64,DessusMoyenne,"37,91875",58,DessusMoyenne,"43,28333",284,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Geology,Mere,87,DessusMoyenne,"46,775",93,DessusMoyenne,"54,79792",63,DessusMoyenne,"37,91875",60,DessusMoyenne,"43,28333",303,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Chemistry,Pere,15,DessousMoyenne,"46,775",9,DessousMoyenne,"54,79792",14,DessousMoyenne,"37,91875",80,DessusMoyenne,"43,28333",118,DessousMoyenne,"182,775",Non,Non,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
College,Chemistry,Pere,9,DessousMoyenne,"46,775",6,DessousMoyenne,"54,79792",15,DessousMoyenne,"37,91875",85,DessusMoyenne,"43,28333",115,DessousMoyenne,"182,775",Non,Non,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
College,History,Pere,81,DessusMoyenne,"46,775",86,DessusMoyenne,"54,79792",86,DessusMoyenne,"37,91875",41,DessousMoyenne,"43,28333",294,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
